EffectiveDate,MeterName,MeterSubCategory,MeterRegion,PerHour,PerMonth
31-Dec-2018,E32 v3/E32s v3,Ev3/ESv3 Series,EU North,2.256,1646.8799999999999
31-Aug-2018,D5 v2/DS5 v2 - Expired,Dv2/DSv2 Promo Series Windows,EU North,1.858,1356.3400000000001
26-Apr-2018,M64ls,MS Series Windows,US East 2,8.359,6102.07
28-Feb-2017,A2 Low Priority,A Series,US East 2,0.024,17.52
30-Nov-2019,E32a v4/E32as v4 Low Priority,Eav4/Easv4 Series Windows,EU North,1.491,1088.43
31-May-2018,D13 v2/DS13 v2,Dv2/DSv2 Series Windows,EU North,0.972,709.56
30-Nov-2017,A1 Low Priority,A Series Basic Windows,EU North,0.0136,9.927999999999999
31-May-2018,D11 v2/DS11 v2,Dv2/DSv2 Series Windows,AP Southeast,0.295,215.35
30-Sep-2015,D4/DS4,D/DS Series Windows,US East,1.12,817.6
30-Nov-2019,D8a v4/D8as v4,Dav4/Dasv4 Series Windows,US East 2,0.752,548.96
30-Apr-2019,M16ms,MS Series Windows,EU North,4.828,3524.44
31-Oct-2018,B2ms,BS Series Windows,EU North,0.0992,72.416
10-Jan-2019,NV24,NV Promo Series,US East 2,2.884,2105.3199999999997
10-Jan-2019,NV6,NV Promo Series,EU West,0.819,597.87
30-Nov-2019,E8a v4/E8as v4 Low Priority,Eav4/Easv4 Series Windows,US East,0.349,254.76999999999998
31-Dec-2014,A4,A Series Basic,AP East,0.464,338.72
30-Nov-2019,E2a v4/E2as v4,Eav4/Easv4 Series Windows,EU North,0.233,170.09
17-Aug-2017,F2s v2 Low Priority,FSv2 Series Windows,AP Southeast,0.07,51.1
31-May-2018,E32 v3/E32s v3 Low Priority,Ev3/ESv3 Series,US East 2,0.426,310.98
31-May-2018,F16/F16s,F/FS Series Windows,AP East,2.072,1512.56
08-May-2019,F48s v2,FSv2 Series,US East,2.03,1481.8999999999999
31-Jul-2019,F32s v2,FSv2 Series,AP East,1.728,1261.44
31-May-2018,D16 v3/D16s v3,Dv3/DSv3 Series Windows,US East 2,1.504,1097.92
30-Jun-2019,PB24s,PB Series,EU West,4.316,3150.68
08-May-2019,B16ms,BS Series,EU North,0.728,531.4399999999999
17-Aug-2017,M64s Low Priority,MS Series Windows,EU North,4.379,3196.6699999999996
27-Feb-2019,M416s v2 Low Priority,MSv2 Series,EU West,12.891,9410.43
30-Nov-2019,E4a v4/E4as v4 Low Priority,Eav4/Easv4 Series,EU West,0.0608,44.384
09-Oct-2019,E96a v4/E96as v4,Eav4/Easv4 Series Windows,US East,10.464,7638.72
31-Oct-2016,A4m v2,Av2 Series Windows,EU West,0.394,287.62
26-Apr-2018,M32ts Low Priority,MS Series Windows,US East 2,1.1302,825.046
29-Jan-2018,NC12s v2 Low Priority,NCSv2 Series,EU West,1.0732,783.4359999999999
17-Aug-2017,M64s Low Priority,MS Series,EU North,1.601,1168.73
30-Sep-2015,D3/DS3,D/DS Series,AP Southeast,0.392,286.16
31-Jul-2018,NC24rs v3,NCSv3 Series,US East 2,13.464,9828.720000000001
31-Jul-2019,NV24,NV Series Windows,US East,5.761,4205.53
30-Nov-2019,E32a v4/E32as v4 Low Priority,Eav4/Easv4 Series Windows,US East,1.395,1018.35
31-May-2018,D4 v2/DS4 v2,Dv2/DSv2 Series Windows,US East 2,0.936,683.2800000000001
30-Sep-2015,D1/DS1,D/DS Series,AP Southeast,0.098,71.54
17-Aug-2017,M64ms Low Priority,MS Series,US East 2,2.067,1508.91
31-Oct-2018,F32s v2,FSv2 Series,AP Southeast,1.568,1144.64
30-Sep-2015,D1/DS1,D/DS Series,AP East,0.113,82.49000000000001
08-May-2019,B16ms,BS Series Windows,EU North,0.792,578.1600000000001
31-Mar-2019,H16m,H Series Windows,AP Southeast,4.343,3170.39
31-Mar-2017,A4 v2 Low Priority,Av2 Series Windows,US East 2,0.114,83.22
10-Jan-2019,NC24,NC Promo Series Windows,EU North,2.815,2054.95
27-Feb-2019,M208ms v2,MSv2 Series Windows,US East,54.188,39557.240000000005
29-Sep-2019,NV16s v4 Low Priority,NVSv4 Series,EU West,0.117,85.41000000000001
31-Jul-2019,F48s v2 Low Priority,FSv2 Series,AP East,0.518,378.14
30-Nov-2019,D32a v4/D32as v4 Low Priority,Dav4/Dasv4 Series Windows,EU North,1.274,930.02
30-Jun-2019,PB6s,PB Series,US East,0.83,605.9
30-Nov-2019,E48a v4/E48as v4 Low Priority,Eav4/Easv4 Series Windows,EU West,2.342,1709.66
26-Apr-2018,M32ls Low Priority,MS Series Windows,AP Southeast,1.27832,933.1736
28-Feb-2019,F1/F1s,F/FS Series,EU North,0.0566,41.318
28-Feb-2017,A9 Low Priority,A Series,US East,0.39,284.7
30-Nov-2019,D2a v4/D2as v4,Dav4/Dasv4 Series,EU North,0.107,78.11
26-Apr-2018,M32ls Low Priority,MS Series,EU North,0.637806,465.59837999999996
08-May-2019,B12ms,BS Series,EU West,0.576,420.47999999999996
30-Nov-2019,E32a v4/E32as v4,Eav4/Easv4 Series,US East 2,2.016,1471.68
27-Feb-2019,M416s v2 Low Priority,MSv2 Series Windows,US East 2,27.486,20064.78
30-Sep-2015,D1/DS1,D/DS Series,US East 2,0.067,48.910000000000004
30-Nov-2019,E2a v4/E2as v4 Low Priority,Eav4/Easv4 Series Windows,US East 2,0.0872,63.656
28-Feb-2017,D12 v2/DS12 v2 Low Priority,Dv2/DSv2 Series,AP Southeast,0.076,55.48
31-Oct-2018,B1ms,BS Series,EU West,0.024,17.52
29-Jan-2018,ND24s Low Priority,NDS Series,AP Southeast,2.4306,1774.338
09-Oct-2019,E96a v4/E96as v4 Low Priority,Eav4/Easv4 Series,EU North,1.354,988.4200000000001
29-Jan-2018,NC6s v2 Low Priority,NCSv2 Series Windows,AP Southeast,1.4316,1045.068
27-Feb-2019,M208s v2,MSv2 Series,US East,22.31,16286.3
31-Aug-2016,A2,A Series Basic,EU North,0.075,54.75
02-Nov-2017,L32s Low Priority,LS Series,US East 2,0.549,400.77000000000004
31-Aug-2015,A8,A Series,US East,0.975,711.75
31-Oct-2018,B2ms,BS Series,AP Southeast,0.106,77.38
28-Feb-2017,D1/DS1 Low Priority,D/DS Series,US East,0.015,10.95
10-Jan-2019,H16mr,H Promo Series,AP Southeast,1.634,1192.82
31-Jul-2018,NC6s v3,NCSv3 Series Windows,US East 2,3.3408,2438.784
29-Sep-2019,NV16s v4,NVSv4 Series Windows,EU West,0.951,694.23
09-Oct-2019,E96a v4/E96as v4 Low Priority,Eav4/Easv4 Series Windows,EU West,4.685,3420.0499999999997
31-Oct-2018,B8ms,BS Series Windows,AP Southeast,0.454,331.42
08-May-2019,D48 v3/D48s v3,Dv3/DSv3 Series,EU West,2.88,2102.4
31-Oct-2016,A4m v2,Av2 Series,US East,0.238,173.73999999999998
30-Nov-2019,D2a v4/D2as v4 Low Priority,Dav4/Dasv4 Series,US East,0.0192,14.015999999999998
02-Nov-2017,E32 v3/E32s v3 Low Priority,Ev3/ESv3 Series,EU West,0.512,373.76
02-Dec-2019,Type 2,LSv2 Series Dedicated Host,AP Southeast,8.228,6006.44
29-Feb-2020,HC44rs Low Priority,HCS Series,AP Southeast,0.824,601.52
02-Nov-2017,L4s Low Priority,LS Series Windows,US East 2,0.218,159.14
31-Jul-2019,E20 v3/E20s v3,Ev3/ESv3 Series Windows,AP East,2.59,1890.6999999999998
31-May-2018,D3 v2/DS3 v2,Dv2/DSv2 Series Windows,AP Southeast,0.58,423.4
31-Aug-2016,A2,A Series Basic Windows,AP East,0.157,114.61
30-Nov-2017,A1 Low Priority,A Series Basic,AP Southeast,0.006,4.38
30-Nov-2019,D8a v4/D8as v4 Low Priority,Dav4/Dasv4 Series,US East 2,0.0768,56.06399999999999
30-Dec-2018,HB60rs Low Priority,HBS Series,AP Southeast,0.296,216.07999999999998
31-Dec-2018,E32 v3/E32s v3 Low Priority,Ev3/ESv3 Series,US East,0.403,294.19
29-Feb-2020,HC44rs,HCS Series Windows,AP Southeast,6.142,4483.66
31-Mar-2019,D2 v3/D2s v3 Low Priority,Dv3/DSv3 Series,EU North,0.0214,15.622
30-Sep-2015,D14/DS14,D/DS Series Windows,AP Southeast,2.447,1786.31
31-Dec-2014,A3,A Series Basic,US East 2,0.176,128.48
31-Mar-2017,H16 Low Priority,H Series Windows,US East,1.403,1024.19
30-Nov-2019,E8a v4/E8as v4 Low Priority,Eav4/Easv4 Series Windows,AP Southeast,0.39,284.7
31-May-2018,H16r,H Series,US East,1.988,1451.24
27-Feb-2019,M416ms v2 Low Priority,MSv2 Series Windows,EU West,59.212,43224.76
31-May-2018,D16 v3/D16s v3,Dv3/DSv3 Series,US East 2,0.768,560.64
31-Jul-2019,B4ms,BS Series Windows,AP East,0.25,182.5
31-Aug-2018,D13 v2/DS13 v2 - Expired,Dv2/DSv2 Promo Series,US East 2,0.598,436.53999999999996
09-Aug-2019,NV24s v3 Low Priority,NVSv3 Series,AP Southeast,0.636,464.28000000000003
02-Nov-2017,M128s,MS Series Windows,AP Southeast,25.23,18417.9
10-Jan-2019,NC24,NC Promo Series,EU West,2.059,1503.0700000000002
30-Apr-2017,D2/DS2 Low Priority,D/DS Series Windows,US East,0.112,81.76
31-Jan-2019,L8s v2 Low Priority,LSv2 Series Windows,US East 2,0.397,289.81
31-Jul-2019,B1ls,BS Series Windows,AP East,0.0113,8.248999999999999
31-Dec-2018,E16 v3/E16s v3 Low Priority,Ev3/ESv3 Series Windows,US East,0.698,509.53999999999996
31-Mar-2017,A1 v2 Low Priority,Av2 Series,EU North,0.008,5.84
26-Apr-2018,M32ts,MS Series,EU North,3.00477,2193.4821
27-Feb-2019,M416ms v2,MSv2 Series,US East 2,99.15,72379.5
31-May-2018,D13/DS13,D/DS Series Windows,AP East,1.407,1027.1100000000001
12-Jan-2020,Fsv2 Type2,FSv2 Series Dedicated Host,AP East,4.313,3148.49
28-Feb-2019,F1/F1s,F/FS Series,US East 2,0.0497,36.281
08-May-2019,F48s v2 Low Priority,FSv2 Series,EU North,0.461,336.53000000000003
30-Nov-2017,H8m Low Priority,H Series,US East,0.242,176.66
31-May-2018,D13/DS13,D/DS Series,EU North,0.771,562.83
30-Sep-2015,D1/DS1,D/DS Series Windows,EU West,0.148,108.03999999999999
16-Jun-2017,H16,H Series Windows,AP Southeast,3.504,2557.92
31-Mar-2017,A4m v2 Low Priority,Av2 Series Windows,AP East,0.227,165.71
31-Oct-2013,A0,A Series Windows,EU North,0.02,14.6
08-May-2019,B20ms,BS Series,US East 2,0.832,607.36
30-Nov-2014,A3,A Series Windows,AP Southeast,0.36,262.8
31-Dec-2018,E64i v3/E64is v3 Low Priority,Ev3/ESv3 Series Windows,US East 2,2.629,1919.17
17-Aug-2017,F2s v2 Low Priority,FSv2 Series Windows,US East,0.065,47.45
08-May-2019,E48 v3/E48s v3,Ev3/ESv3 Series,US East,3.024,2207.52
30-Nov-2019,E16a v4/E16as v4 Low Priority,Eav4/Easv4 Series,AP Southeast,0.243,177.39
30-Nov-2019,E2a v4/E2as v4,Eav4/Easv4 Series,US East,0.126,91.98
10-Jan-2019,H16mr,H Promo Series,EU North,1.717,1253.41
31-Aug-2016,D2 v2/DS2 v2,Dv2/DSv2 Series,EU West,0.136,99.28
31-Aug-2016,D12 v2/DS12 v2,Dv2/DSv2 Series,EU West,0.379,276.67
13-Feb-2018,F8s v2,FSv2 Series,EU North,0.384,280.32
30-Nov-2017,A0 Low Priority,A Series Basic Windows,AP Southeast,0.0072,5.256
03-Feb-2017,F1/F1s,F/FS Series,AP East,0.072,52.559999999999995
30-Nov-2017,A2 Low Priority,A Series Basic Windows,EU West,0.0484,35.332
31-Oct-2013,A0,A Series,AP Southeast,0.02,14.6
09-Jun-2019,D15i v2/DS15i v2,Dv2/DSv2 Series Windows,EU North,2.43,1773.9
09-Oct-2019,D96a v4/D96as v4 Low Priority,Dav4/Dasv4 Series,US East,0.922,673.0600000000001
31-Mar-2017,A4 v2 Low Priority,Av2 Series,AP Southeast,0.04,29.2
31-Mar-2017,NC24r Low Priority,NC Series,AP Southeast,1.163,848.99
31-Jul-2019,NV12s v3 Low Priority,NVSv3 Series,EU North,0.242,176.66
31-Jul-2017,F2s v2,FSv2 Series,AP Southeast,0.098,71.54
02-Nov-2017,F16/F16s Low Priority,F/FS Series Windows,AP Southeast,0.664,484.72
31-Mar-2017,L4s,LS Series Windows,EU West,0.556,405.88000000000005
30-Nov-2019,E4a v4/E4as v4 Low Priority,Eav4/Easv4 Series,US East,0.0504,36.792
08-May-2019,B16ms,BS Series,US East 2,0.666,486.18
30-Nov-2019,E64a v4/E64as v4 Low Priority,Eav4/Easv4 Series Windows,US East,2.79,2036.7
31-Jan-2016,D15 v2/DS15 v2,Dv2/DSv2 Series Windows,EU North,2.43,1773.9
31-Oct-2016,A2 v2,Av2 Series Windows,US East 2,0.136,99.28
30-Apr-2019,ND24s Low Priority,NDS Series Windows,AP Southeast,5.727,4180.71
08-May-2019,E48 v3/E48s v3,Ev3/ESv3 Series Windows,US East,5.232,3819.36
29-Jan-2018,ND12s Low Priority,NDS Series Windows,AP Southeast,2.864,2090.72
26-Apr-2018,M16s,MS Series Windows,US East 2,3.123,2279.79
31-Aug-2018,D12 v2/DS12 v2 - Expired,Dv2/DSv2 Promo Series Windows,US East 2,0.486,354.78
31-May-2018,F8/F8s,F/FS Series,US East 2,0.398,290.54
13-Feb-2018,F32s v2,FSv2 Series,EU North,1.536,1121.28
03-Feb-2017,F2/F2s,F/FS Series Windows,US East,0.192,140.16
29-Sep-2019,NV4s v4,NVSv4 Series Windows,EU West,0.238,173.73999999999998
26-Apr-2018,M32ls Low Priority,MS Series Windows,EU West,1.27832,933.1736
31-Dec-2018,E32 v3/E32s v3 Low Priority,Ev3/ESv3 Series,EU North,0.451,329.23
09-Oct-2019,E96a v4/E96as v4 Low Priority,Eav4/Easv4 Series Windows,US East,4.186,3055.7799999999997
31-Mar-2019,NC24rs v2,NCSv2 Series,AP Southeast,13.369,9759.369999999999
31-Jul-2018,NC6s v3 Low Priority,NCSv3 Series,US East,0.612,446.76
31-Oct-2016,A8 v2,Av2 Series,AP East,0.467,340.91
28-Feb-2017,D13 v2/DS13 v2 Low Priority,Dv2/DSv2 Series,US East 2,0.12,87.6
31-Jul-2019,D2 v3/D2s v3,Dv3/DSv3 Series,AP East,0.132,96.36
30-Nov-2019,D64a v4/D64as v4 Low Priority,Dav4/Dasv4 Series,EU West,0.736,537.28
31-Jul-2019,F4s v2,FSv2 Series Windows,AP East,0.4,292
26-Apr-2018,M32ts,MS Series Windows,US East 2,4.179,3050.67
24-Jan-2019,L8s v2,LSv2 Series,EU North,0.688,502.23999999999995
29-Jan-2018,NC6s v2 Low Priority,NCSv2 Series,US East,0.414,302.21999999999997
10-Jan-2019,NC24r,NC Promo Series Windows,US East,2.846,2077.58
31-May-2018,D12 v2/DS12 v2,Dv2/DSv2 Series Windows,US East 2,0.486,354.78
31-May-2018,NC24r Low Priority,NC Series Windows,US East 2,1.908,1392.84
30-Sep-2015,D14/DS14,D/DS Series Windows,EU North,1.944,1419.12
30-Apr-2019,M16ms Low Priority,MS Series Windows,US East 2,1.686,1230.78
28-Feb-2017,A4 Low Priority,A Series,US East 2,0.096,70.08
31-Aug-2018,D14 v2/DS14 v2 - Expired,Dv2/DSv2 Promo Series Windows,AP East,2.814,2054.2200000000003
30-Sep-2015,D1/DS1,D/DS Series Windows,AP East,0.185,135.05
31-Oct-2013,A1,A Series Windows,US East 2,0.09,65.7
10-Dec-2018,M32ls Low Priority,MS Series,AP East,0.862,629.26
31-Oct-2016,A1 v2,Av2 Series Windows,US East 2,0.065,47.45
31-Dec-2016,M128s,MS Series,US East 2,13.338,9736.74
31-Mar-2017,L16s,LS Series,EU West,1.488,1086.24
02-Nov-2017,F4/F4s Low Priority,F/FS Series,AP Southeast,0.046,33.58
31-Mar-2017,H8 Low Priority,H Series,EU North,0.194,141.62
31-May-2018,D11/DS11,D/DS Series,EU West,0.221,161.33
10-May-2018,E20 v3/E20s v3,Ev3/ESv3 Series Windows,US East 2,2.48,1810.4
31-Jan-2016,D12 v2/DS12 v2,Dv2/DSv2 Series,EU North,0.371,270.83
31-May-2015,G3/GS3,G/GS Series Windows,EU West,3.08,2248.4
31-May-2018,F1/F1s Low Priority,F/FS Series,US East,0.0099,7.227
02-Dec-2019,Type 2,ESv3 Series Dedicated Host,AP Southeast,5.192,3790.1600000000003
16-Jun-2017,H8m,H Series Windows,AP Southeast,2.171,1584.83
30-Nov-2017,M128ms Low Priority,MS Series Windows,US East 2,14.3256,10457.688
08-May-2019,D48 v3/D48s v3 Low Priority,Dv3/DSv3 Series,AP Southeast,0.6,438
28-Feb-2017,G2/GS2 Low Priority,G/GS Series,US East 2,0.22,160.6
30-Nov-2016,NC6,NC Series Windows,EU North,1.156,843.88
28-Feb-2017,G4/GS4 Low Priority,G/GS Series,AP Southeast,1.056,770.88
30-Apr-2017,A5 Low Priority,A Series Windows,US East,0.132,96.36
30-Nov-2019,D16a v4/D16as v4,Dav4/Dasv4 Series,US East,0.768,560.64
30-Apr-2017,A8 Low Priority,A Series Windows,US East,0.586,427.78
31-May-2018,F72s v2 Low Priority,FSv2 Series Windows,US East 2,2.344,1711.12
31-Mar-2019,H8,H Series,AP Southeast,0.924,674.52
31-May-2018,F4/F4s,F/FS Series,US East 2,0.199,145.27
26-Apr-2018,M16ms Low Priority,MS Series,US East,0.6146,448.658
31-Dec-2018,E64 v3/E64s v3 Low Priority,Ev3/ESv3 Series Windows,EU West,2.928,2137.44
31-Jul-2017,F72s v2,FSv2 Series Windows,US East,5.86,4277.8
31-Mar-2017,H16m Low Priority,H Series,EU North,0.52,379.6
30-Sep-2014,G2/GS2,G/GS Series Windows,US East 2,1.22,890.6
27-Feb-2019,M416s v2 Low Priority,MSv2 Series Windows,EU West,33.436,24408.28
31-May-2018,D14 v2/DS14 v2,Dv2/DSv2 Series,US East 2,1.196,873.0799999999999
30-Nov-2017,A4 Low Priority,A Series Basic Windows,AP East,0.2784,203.232
13-Feb-2018,F72s v2,FSv2 Series Windows,EU North,6.768,4940.639999999999
02-Nov-2017,F8/F8s Low Priority,F/FS Series,AP East,0.116,84.68
27-Feb-2019,M208ms v2 Low Priority,MSv2 Series,EU West,11.601,8468.730000000001
16-Jun-2017,D64 v3/D64s v3,Dv3/DSv3 Series Windows,AP Southeast,6.944,5069.12
31-May-2018,F32s v2 Low Priority,FSv2 Series Windows,US East 2,1.042,760.6600000000001
31-May-2015,G2/GS2,G/GS Series,EU West,1.4,1021.9999999999999
31-May-2018,D12/DS12,D/DS Series Windows,EU North,0.486,354.78
30-Nov-2019,D48a v4/D48as v4 Low Priority,Dav4/Dasv4 Series Windows,US East 2,1.805,1317.6499999999999
31-Oct-2016,A4 v2,Av2 Series,AP Southeast,0.198,144.54000000000002
31-Mar-2019,ND24s Low Priority,NDS Series Windows,EU West,5.104,3725.92
28-Feb-2017,A11 Low Priority,A Series,EU West,0.359,262.07
31-Jul-2019,NV12s v3 Low Priority,NVSv3 Series Windows,US East,0.678,494.94000000000005
31-Jan-2019,G3/GS3 Low Priority,G/GS Series,EU North,0.488,356.24
31-Jul-2019,B16ms,BS Series,AP East,0.934,681.82
31-Mar-2017,E16 v3/E16s v3 Low Priority,Ev3/ESv3 Series Windows,AP Southeast,0.806,588.38
30-Apr-2017,D14/DS14 Low Priority,D/DS Series Windows,US East,0.844,616.12
31-Mar-2017,A4m v2 Low Priority,Av2 Series,AP Southeast,0.056,40.88
31-May-2018,F72s v2,FSv2 Series Windows,US East 2,5.86,4277.8
30-Apr-2017,A3 Low Priority,A Series Windows,AP East,0.144,105.11999999999999
28-Feb-2017,D1 v2/DS1 v2 Low Priority,Dv2/DSv2 Series,US East 2,0.011,8.03
31-Mar-2019,D13 v2/DS13 v2 Low Priority,Dv2/DSv2 Series Windows,AP Southeast,0.473,345.28999999999996
31-Oct-2018,F64s v2 Low Priority,FSv2 Series,EU West,0.621,453.33
30-Sep-2015,D4/DS4,D/DS Series,US East 2,0.536,391.28000000000003
31-Mar-2017,A2m v2 Low Priority,Av2 Series Windows,US East 2,0.072,52.559999999999995
31-May-2018,D11 v2/DS11 v2,Dv2/DSv2 Series Windows,AP East,0.352,256.96
16-Nov-2017,NC24rs v2,NCSv2 Series Windows,AP Southeast,15.753,11499.69
16-Nov-2017,ND6s,NDS Series,EU West,2.682,1957.86
29-Jan-2018,F32s v2 Low Priority,FSv2 Series,AP East,0.3142,229.36599999999999
13-Feb-2018,F16s v2,FSv2 Series Windows,EU North,1.504,1097.92
31-Oct-2016,A1 v2,Av2 Series,AP East,0.05,36.5
02-Dec-2019,Type 2,LSv2 Series Dedicated Host,US East 2,6.864,5010.72
30-Dec-2019,NV8s v4 Low Priority,NVSv4 Series,US East,0.0466,34.018
29-Sep-2019,NV32s v4,NVSv4 Series,EU West,1.165,850.45
31-Oct-2016,A1 v2,Av2 Series Windows,EU West,0.062,45.26
31-Oct-2018,B2s,BS Series,AP Southeast,0.0528,38.544
30-Jun-2019,PB6s,PB Series Windows,US East,1.106,807.3800000000001
02-Nov-2017,M64s,MS Series Windows,US East,9.613,7017.49
31-Jul-2019,NV48s v3 Low Priority,NVSv3 Series Windows,EU North,2.82,2058.6
31-Dec-2018,E4 v3/E4s v3,Ev3/ESv3 Series,EU North,0.282,205.85999999999999
31-Jul-2019,E64i v3/E64is v3,Ev3/ESv3 Series Windows,AP East,7.754,5660.42
30-Apr-2017,D2/DS2 Low Priority,D/DS Series Windows,EU West,0.119,86.86999999999999
28-Feb-2017,D4/DS4 Low Priority,D/DS Series,US East 2,0.107,78.11
31-Aug-2016,A2,A Series Basic Windows,US East,0.133,97.09
31-May-2018,E4 v3/E4s v3,Ev3/ESv3 Series Windows,US East 2,0.45,328.5
31-May-2015,G3/GS3,G/GS Series Windows,AP Southeast,2.92,2131.6
30-Sep-2017,H16,H Series,EU West,2.065,1507.45
31-Mar-2017,E8 v3/E8s v3 Low Priority,Ev3/ESv3 Series Windows,EU West,0.403,294.19
30-Apr-2018,NC24rs v3,NCSv3 Series Windows,US East,15.083,11010.59
31-Jul-2019,B20ms,BS Series Windows,AP East,1.248,911.04
30-Nov-2019,E16a v4/E16as v4,Eav4/Easv4 Series,AP Southeast,1.216,887.68
31-Aug-2018,D5 v2/DS5 v2 - Expired,Dv2/DSv2 Promo Series Windows,US East,2.016,1471.68
28-Feb-2017,D13 v2/DS13 v2 Low Priority,Dv2/DSv2 Series,AP East,0.184,134.32
17-Aug-2017,M128s Low Priority,MS Series,US East 2,2.668,1947.64
27-Feb-2019,M208ms v2 Low Priority,MSv2 Series Windows,EU North,25.245,18428.850000000002
02-Dec-2019,Type 2,ESv3 Series Dedicated Host,US East,4.297,3136.81
31-Mar-2019,M32ls,MS Series,EU North,3.189,2327.9700000000003
27-Feb-2019,M208ms v2 Low Priority,MSv2 Series,US East,8.924,6514.5199999999995
30-Apr-2014,A7,A Series Windows,EU North,1.2,876
31-Oct-2016,A2m v2,Av2 Series,EU North,0.139,101.47000000000001
31-Oct-2018,B4ms,BS Series Windows,EU West,0.208,151.84
27-Feb-2019,B1ls,BS Series,US East 2,0.0052,3.796
14-Dec-2017,D4 v3/D4s v3,Dv3/DSv3 Series Windows,EU North,0.398,290.54
30-Nov-2019,E4a v4/E4as v4,Eav4/Easv4 Series,EU West,0.304,221.92
02-Dec-2019,Type 2,DSv3 Series Dedicated Host,EU North,4.238,3093.7400000000002
30-Nov-2019,D64a v4/D64as v4 Low Priority,Dav4/Dasv4 Series,US East,0.614,448.21999999999997
30-Sep-2015,D3/DS3,D/DS Series,US East,0.308,224.84
17-Aug-2017,F32s v2 Low Priority,FSv2 Series,AP Southeast,0.314,229.22
29-Jan-2018,ND6s Low Priority,NDS Series,EU West,0.5364,391.572
31-Mar-2017,A8m v2 Low Priority,Av2 Series Windows,US East,0.288,210.23999999999998
30-Nov-2017,A3 Low Priority,A Series Basic Windows,AP Southeast,0.1392,101.616
30-Nov-2019,D16a v4/D16as v4,Dav4/Dasv4 Series,EU North,0.856,624.88
03-Feb-2017,F2/F2s,F/FS Series,EU West,0.114,83.22
31-Jan-2019,L16s v2,LSv2 Series,AP Southeast,1.496,1092.08
30-Nov-2019,E2a v4/E2as v4 Low Priority,Eav4/Easv4 Series,US East 2,0.0252,18.396
31-May-2018,D2 v2/DS2 v2,Dv2/DSv2 Series Windows,AP Southeast,0.29,211.7
31-Jul-2017,F4s v2,FSv2 Series Windows,EU West,0.37,270.1
28-Feb-2017,D2 v2/DS2 v2 Low Priority,Dv2/DSv2 Series,EU North,0.026,18.98
02-Nov-2017,F8/F8s Low Priority,F/FS Series Windows,AP Southeast,0.332,242.36
26-Apr-2018,M16s,MS Series,US East,2.387,1742.51
28-Feb-2017,D14 v2/DS14 v2 Low Priority,Dv2/DSv2 Series,EU North,0.296,216.07999999999998
02-Nov-2017,D4 v3/D4s v3 Low Priority,Dv3/DSv3 Series Windows,AP Southeast,0.174,127.02
30-Nov-2019,D4a v4/D4as v4,Dav4/Dasv4 Series,US East 2,0.192,140.16
30-Nov-2014,A4,A Series,AP East,0.48,350.4
30-Nov-2019,E20a v4/E20as v4 Low Priority,Eav4/Easv4 Series,EU West,0.304,221.92
28-Feb-2017,A3 Low Priority,A Series,AP East,0.048,35.04
31-Jan-2016,D15 v2/DS15 v2,Dv2/DSv2 Series Windows,US East 2,2.43,1773.9
30-Apr-2019,B1ls,BS Series Windows,AP Southeast,0.0112,8.176
31-May-2018,D4 v3/D4s v3 Low Priority,Dv3/DSv3 Series,US East,0.038,27.74
30-Nov-2019,E4a v4/E4as v4,Eav4/Easv4 Series,AP Southeast,0.304,221.92
29-Sep-2019,NV8s v4,NVSv4 Series,EU West,0.291,212.42999999999998
02-Nov-2017,D16 v3/D16s v3 Low Priority,Dv3/DSv3 Series,EU West,0.192,140.16
30-Nov-2019,D4a v4/D4as v4,Dav4/Dasv4 Series,AP Southeast,0.24,175.2
31-Mar-2017,E16 v3/E16s v3 Low Priority,Ev3/ESv3 Series Windows,EU West,0.806,588.38
30-Nov-2017,NV6 Low Priority,NV Series,EU North,0.242,176.66
30-Apr-2017,G5/GS5 Low Priority,G/GS Series Windows,EU West,4.44,3241.2000000000003
31-Mar-2017,L32s,LS Series Windows,EU West,4.448,3247.0400000000004
30-Nov-2017,A3 Low Priority,A Series Basic Windows,US East 2,0.1184,86.432
16-Jun-2017,D16 v3/D16s v3,Dv3/DSv3 Series,EU West,0.96,700.8
30-Nov-2017,H16mr Low Priority,H Series,EU West,0.609,444.57
31-Mar-2019,ND24rs,NDS Series,AP Southeast,13.369,9759.369999999999
31-Jul-2019,B4ms,BS Series,AP East,0.234,170.82000000000002
31-Oct-2018,F32s v2,FSv2 Series,EU West,1.552,1132.96
30-Nov-2019,D8a v4/D8as v4 Low Priority,Dav4/Dasv4 Series Windows,EU North,0.318,232.14000000000001
16-Nov-2017,ND24rs,NDS Series,EU West,11.804,8616.92
30-Apr-2017,G3/GS3 Low Priority,G/GS Series Windows,EU West,1.232,899.36
02-Nov-2017,H8 Low Priority,H Series,AP Southeast,0.185,135.05
30-Nov-2014,A3,A Series,AP East,0.24,175.2
31-Dec-2014,A4,A Series Basic,US East,0.352,256.96
31-Mar-2019,M32s Low Priority,MS Series,EU North,0.8,584
30-Nov-2019,D64a v4/D64as v4 Low Priority,Dav4/Dasv4 Series Windows,US East 2,2.406,1756.38
31-Mar-2019,D8 v3/D8s v3 Low Priority,Dv3/DSv3 Series,US East 2,0.0768,56.06399999999999
31-Mar-2019,D13 v2/DS13 v2 Low Priority,Dv2/DSv2 Series Windows,EU West,0.446,325.58
17-Aug-2017,B1ls,BS Series,EU North,0.0057,4.1610000000000005
